allsilph_order	original_order	Location	plot_id	source_prairie	species	rep	row	column	directionheading	height_JUL_2020	mortality_JUL_2020	no_bolting_JUL_2020	grwth_stg_JUL_2020	vigor_JUL_2020	vigor_AUG_2020	random_num_2020	stem_dia_mm_JUL_2020	max_lig_JUL_2020	disc_dia_JUL_2020	num_stems_JUL_2020	pssev_JUL_2020	PSLERES_JUL_2020	STEMPS_JUL_2020	CLV_JUL_2020	notes_JUL_2020	maxlig_AUG_2020	disc_dia_AUG_2020	lf_lgth_AUG_2020	lf_width_AUG_2020	lf_thcknss_AUG_2020	num_flwrs_single_stlk_AUG_2020	stem_herb_2020	Floral_herb_AUG_2020	GALLWASP_AUG_2020	leaf_herb_AUG_2020	herb_other_AUG_2020	pssev_AUG_2020	PSLERES_AUG_2020	STEMPS_AUG_2020	lf_blotch_AUG_2020	dis_other_AUG_2020	Notes_AUG_2020	Notes_AUG	bolting_SEPT_2019	mortality_SEPT_2019	vigor_SEPT_2019	growth_stage_SEPT_2019	PSLESEV_SEPT_2019	PSLERES_SEPT_2019	PSSTSEV_SEPT_2019	BLLEBLSEV_SEPT_2019	PHSTSEV_SEPT_2019	CLVESEV_SEPT_2019	DM_SEPT_2019	notes_SEPT_2019
429	131	east	C3_SIL	C3	SIL	2	11	5	L	NA	NA	NA	NA	NA	NA	9	1.85	NA	NA	8	0.1	2	2	1	NA	16	5.4	9	3.5	0.825	11	NA	0	0	5	NA	1	2	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
430	133	east	E2_SIL	E2	SIL	2	11	7	L	135	0	9	3.9	6	NA	2	2.25	NA	NA	7	0.1	2	0.5	4	NA	14	6.15	8	3	0.851	20	NA	0	0	20	NA	0.5	2	1	0	NA	NA	NA	1	0	6	1.6	20	"4,3,4,4,4,4,4,4,4"	10	0.01	0	0	0	NA
431	134	east	E2_SIL	E2	SIL	2	11	7	L	NA	NA	NA	NA	NA	NA	3	1.95	NA	NA	10	2	3	5	1	NA	16	7	12	5	0.915	30	NA	0	0	5	NA	10	2	2	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
432	135	east	E2_SIL	E2	SIL	2	11	7	L	NA	NA	NA	NA	NA	NA	9	2.5	NA	NA	15	1	2	2	1	NA	13	6.1	10	5	0.727	38	NA	0	0	10	NA	2	3	2	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
433	137	east	E4_SIL	E4	SIL	3	12	8	R	110	0	9	4	4	NA	3	2.2	NA	NA	6	0.1	2	0.5	2	NA	17	5.35	8	4	0.891	24	NA	5	0	10	NA	0.5	2	1	0.1	NA	NA	NA	0	0	4	1.4	10	"4,2,3,3,4,3,3,2,4"	0	0	0	0	0	NA
434	138	east	E4_SIL	E4	SIL	3	12	8	R	NA	NA	NA	NA	NA	NA	5	1.85	15	NA	9	0.2	2	0.5	2	NA	13	6.5	7	4	0.807	14	NA	0	0	5	NA	0.1	2	0.1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
435	139	east	E4_SIL	E4	SIL	3	12	8	R	NA	NA	NA	NA	NA	NA	9	1.9	NA	NA	7	0.5	3	0.1	4	NA	17	6.15	7.5	3	0.896	11	NA	0	0	9	NA	1	4	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
436	142	east	W4_SIL	W4	SIL	3	12	5	R	150	0	9	6.3	6	NA	3	2.55	30	7.75	8	0	0	0.1	0	NA	NA	NA	12	4.5	0.639	8	NA	10	5	5	ama	0.1	2	0.1	0.1	chloorsisconstrictedbyvein	NA	NA	0	0	7	1.7	0.05	"2,2,2,2,2,2,2,2,2"	0	0.02	0	0	0	NA
437	143	east	W4_SIL	W4	SIL	3	12	5	R	NA	NA	NA	NA	NA	NA	4	2.95	26	8.35	9	0.01	0.5	0.1	0	NA	NA	NA	10.5	4	0.638	15	NA	10	0	5	ama	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
438	144	east	W4_SIL	W4	SIL	3	12	5	R	NA	NA	NA	NA	NA	NA	6	2.75	30	NA	10	0	0	0	4	NA	NA	6.75	13	6	0.642	11	NA	10	0	10	NA	0.01	1	0.1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
439	147	east	C2_SIL	C2	SIL	3	12	2	R	150	0	9	5	6	NA	2	1.95	16	5.55	7	0.1	2	0	0	NA	NA	NA	9.5	4	0.824	15	NA	5	0	10	hcw	0.1	2	0.1	0.1	NA	NA	NA	0	0	7	1.7	0.5	"2,2,2,3,2,2,2,3,2"	0	0.01	0	0	0	NA
440	148	east	C2_SIL	C2	SIL	3	12	2	R	NA	NA	NA	NA	NA	NA	6	2.25	NA	NA	9	0.5	2	0.5	0	NA	23	5.25	10.5	5	0.886	33	NA	0	0	5	hcw	0.5	2	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
441	149	east	C2_SIL	C2	SIL	3	12	2	R	NA	NA	NA	NA	NA	NA	7	3	27	6.85	12	0.01	1	0	0	NA	NA	NA	10.5	6	0.759	21	NA	0	0	5	hcw	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
442	150	east	C3_SIL	C3	SIL	3	12	1	R	140	0	9	3.7	5	NA	3	2.75	NA	NA	7	0.1	0.5	0.5	1	NA	19	5.55	8	3.5	0.876	32	NA	0	0	10	NA	0.1	2	0	0	NA	NA	NA	0	0	5	1.5	0.1	"2,2,2,2,2,2,2,2,2"	0	0.02	0	0	0	NA
443	151	east	C3_SIL	C3	SIL	3	12	1	R	NA	NA	NA	NA	NA	NA	5	2.5	NA	NA	2	0.1	0.5	0	7	NA	17	5.55	7	4	0.882	34	NA	0	5	5	NA	0.01	2	0.1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
444	152	east	C3_SIL	C3	SIL	3	12	1	R	NA	NA	NA	NA	NA	NA	7	2.55	NA	NA	9	0.1	0.5	0.5	6	NA	19	6.15	8.5	4	0.992	24	NA	0	0	0	NA	0.1	2	0.1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
445	154	east	C1_SIL	C1	SIL	3	13	2	L	145	0	9	6	5	NA	2	2.4	32	5.8	11	0.1	2	0.1	4	NA	NA	NA	9.4	4	0.78	5	NA	10	5	10	ama	0.5	2	0.1	0.1	NA	NA	NA	0	0	5	1.4	0.1	"2,2,2,2,2,2,2,2,2"	0	0.02	0	0	0	NA
446	155	east	C1_SIL	C1	SIL	3	13	2	L	NA	NA	NA	NA	NA	NA	4	2.15	NA	NA	13	0.01	2	0.1	3	NA	30	5.75	9	3.5	0.838	6	NA	5	5	10	NA	0.01	2	0.1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
447	156	east	C1_SIL	C1	SIL	3	13	2	L	NA	NA	NA	NA	NA	NA	9	2.1	34	6.15	7	0.5	2	0.1	4	NA	NA	NA	7.5	3.5	0.801	5	NA	10	0	10	hcw	0.5	2	0.1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
448	158	east	W3_SIL	W3	SIL	3	13	4	L	150	0	9	6.5	6	NA	1	2.15	25	6.15	7	0	0	0.1	5	NA	NA	NA	8	3	0.853	4	NA	20	0	20	NA	0	0	0.5	0.1	bronzing?blackvein	NA	NA	0	0	8	1.7	0.05	"2,2,2,2,2,2,2,2,2"	0	0.01	0	0	0	NA
449	159	east	W3_SIL	W3	SIL	3	13	4	L	NA	NA	NA	NA	NA	NA	7	2.5	26	NA	8	0	0	0	4	NA	NA	8.2	12	4	0.755	10	NA	10	5	30	NA	0	0	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
450	160	east	W3_SIL	W3	SIL	3	13	4	L	NA	NA	NA	NA	NA	NA	9	2.75	27	8.1	8	0	0	0.1	6	NA	NA	NA	10	3.5	0.751	11	NA	5	0	20	NA	0.01	2	0.1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
451	175	east	W2_SIL	W2	SIL	3	15	3	L	140	0	9	5.7	5	NA	2	1.95	31	10.4	8	0.1	2	0.1	2	NA	NA	NA	11	3.5	0.789	9	NA	5	0	10	NA	0.1	2	0.1	0.1	NA	NA	NA	0	0	6	1.5	0.1	"2,2,2,2,2,2,2,2,2"	0	0	0	0	0	NA
452	176	east	W2_SIL	W2	SIL	3	15	3	L	NA	NA	NA	NA	NA	NA	3	2.1	NA	NA	8	0.01	2	0.5	5	NA	16	6.55	11.5	4	0.753	11	NA	10	0	30	NA	0.1	2	0.1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
453	177	east	W2_SIL	W2	SIL	3	15	3	L	NA	NA	NA	NA	NA	NA	7	2.7	23	8.05	6	0.05	2	0.5	6	NA	NA	NA	8.5	4	0.769	8	NA	20	0	20	NA	0.5	2	0.1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
454	179	east	E3_SIL	E3	SIL	3	15	5	L	130	0	9	4	5	NA	1	2.1	NA	NA	5	0.01	2	0.1	1	NA	14	0.6	6.5	3.5	0.75	16	NA	0	0	5	NA	0.1	0.1	0.1	0.5	NA	NA	NA	1	0	7	1.8	1	"4,4,3,2,2,3,2,2,3"	2	0	0	0	0	NA
455	180	east	E3_SIL	E3	SIL	3	15	5	L	NA	NA	NA	NA	NA	NA	6	2.15	13	5.85	17	0.01	2	0.5	3	NA	NA	NA	9.5	4	0.827	34	NA	0	0	10	NA	0.1	2	0.1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
456	181	east	E3_SIL	E3	SIL	3	15	5	L	NA	NA	NA	NA	NA	NA	8	2.5	15	NA	11	0.1	3	2	5	NA	NA	0.48	8.5	4	0.921	31	NA	0	0	10	NA	0.1	3	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
457	185	east	W1_SIL	W1	SIL	3	16	8	R	115	0	9	5	4	NA	2	2.9	26	7.85	6	0.1	0.5	0.1	4	NA	NA	NA	10	5.5	0.818	17	NA	10	0	10	NA	0.1	0.5	0.1	0.1	NA	NA	NA	0	0	4	1.4	0.1	"2,2,2,2,2,2,2,2,2"	0	0.1	0	0	0	NA
458	186	east	W1_SIL	W1	SIL	3	16	8	R	NA	NA	NA	NA	NA	NA	4	2.8	NA	NA	8	0	0	0.1	4	NA	25	7.95	8.5	4	0.959	12	NA	5	0	10	ama	0.5	3	0.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
459	187	east	W1_SIL	W1	SIL	3	16	8	R	NA	NA	NA	NA	NA	NA	9	2.35	NA	NA	7	0.1	1	0.5	3	NA	24	8	9.5	4	0.79	12	NA	0	0	10	ama	0.1	2	0.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
460	190	east	E2_SIL	E2	SIL	3	16	5	R	125	0	9	3.5	5	NA	2	2	NA	NA	5	0.5	2	2	2	NA	22	5.75	8	4	0.821	23	NA	0	0	20	NA	0.5	2	2	0.5	NA	NA	NA	0	0	6	1.5	15	"2,2,4,3,4,3,2,4,4"	0	0	0	0	0	NA
461	191	east	E2_SIL	E2	SIL	3	16	5	R	NA	NA	NA	NA	NA	NA	7	1.8	NA	NA	7	1	2	5	2	NA	13	4.7	9.5	4	0.814	17	NA	0	0	5	NA	1	2	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
462	192	east	E2_SIL	E2	SIL	3	16	5	R	NA	NA	NA	NA	NA	NA	8	1.64	NA	NA	11	1	3	10	0	NA	13	5.95	7	3	0.554	15	NA	0	0	5	NA	1	3	10	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
463	194	east	E1_SIL	E1	SIL	3	16	3	R	120	0	9	3.7	5	NA	5	2	NA	NA	8	0.5	2	0.5	1	NA	10	5.35	9	3.5	0.627	19	NA	0	0	10	NA	0.5	2	0.1	0.1	NA	NA	NA	3	0	6	1.6	10	"3,3,3,4,4,2,3,4,3"	0	0	0	0	0	NA
464	195	east	E1_SIL	E1	SIL	3	16	3	R	NA	NA	NA	NA	NA	NA	6	1.8	NA	NA	9	0.5	3	0.1	1	NA	19	5.3	10	5	0.682	23	NA	0	0	10	NA	2	2	0.1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
465	196	east	E1_SIL	E1	SIL	3	16	3	R	NA	NA	NA	NA	NA	NA	8	2.9	NA	NA	12	0.1	2	0.1	1	NA	16	6.15	9	3.5	0.88	37	NA	0	0	5	NA	0.1	2	0.1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
466	197	east	C4_SIL	C4	SIL	3	16	2	R	135	1	8	4	4	NA	1	2.25	NA	NA	4	0.1	2	0.1	4	NA	27	6.4	7.5	4	0.756	29	NA	0	0	5	hcw	0.1	1	0.1	0.1	NA	NA	NA	0	1	7	1.6	30	"4,4,3,4,3,2,3,NA,4"	0	0	0	0	0	NA
467	198	east	C4_SIL	C4	SIL	3	16	2	R	NA	NA	NA	NA	NA	NA	7	2.75	NA	NA	6	0.5	2	0.5	2	NA	17	5.95	8.5	5	0.96	35	NA	0	0	10	NA	0.5	2	0.5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
468	199	east	C4_SIL	C4	SIL	3	16	2	R	NA	NA	NA	NA	NA	NA	9	2.9	NA	NA	6	0.1	2	0.5	4	NA	28	6.85	9.5	4.5	0.957	29	NA	0	0	5	NA	0.5	2	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
469	206	east	E1_SIL	E1	SIL	4	17	6	L	125	0	9	4.5	5	NA	1	2.5	NA	NA	11	0.5	2	1	1	NA	19	6.1	8.5	4.5	0.79	19	NA	0	0	10	NA	0.5	2	1	0.1	NA	NA	NA	1	0	7	1.8	20	"4,3,3,2,4,3,2,3,4"	20	0	0	0	0	NA
470	207	east	E1_SIL	E1	SIL	4	17	6	L	NA	NA	NA	NA	NA	NA	8	2.4	NA	NA	10	1	2	2	3	NA	17	6.7	8.5	4.5	0.759	20	NA	0	0	10	NA	2	2	0.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
471	208	east	E1_SIL	E1	SIL	4	17	6	L	NA	NA	NA	NA	NA	NA	9	1.85	18	NA	6	5	3	0.5	1	NA	14	6.5	7.5	4.5	0.802	22	NA	0	0	5	NA	5	3	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
472	209	east	C4_SIL	C4	SIL	4	17	7	L	150	0	9	4.7	6	NA	3	2.6	NA	NA	8	0.5	2	5	1	NA	22	5.65	7	4.5	0.87	25	NA	5	5	5	NA	0.5	2	2	0.5	NA	NA	NA	0	0	6	1.5	15	"4,3,4,4,4,3,4,2,4"	0	0.02	0	0	0	NA
473	210	east	C4_SIL	C4	SIL	4	17	7	L	NA	NA	NA	NA	NA	NA	6	2.9	20	5.25	8	0.5	2	1	1	NA	NA	NA	10.5	6	0.875	62	NA	0	5	10	NA	0.1	2	0.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
474	211	east	C4_SIL	C4	SIL	4	17	7	L	NA	NA	NA	NA	NA	NA	7	1.95	NA	NA	4	0.1	2	0.5	5	NA	17	6.55	8	4	0.698	12	NA	0	0	5	NA	0.5	2	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
475	212	east	E4_SIL	E4	SIL	4	17	8	L	110	0	9	4.5	4	NA	2	1.95	NA	NA	4	2	3	2	0	NA	13	5.85	8	3.5	0.808	13	NA	0	0	40	NA	2	2	2	0.1	NA	NA	NA	0	0	5	1.5	10	"4,2,2,4,3,4,3,4,4"	0	0	0	0	0	NA
476	213	east	E4_SIL	E4	SIL	4	17	8	L	NA	NA	NA	NA	NA	NA	5	2.35	NA	NA	10	0.1	2	0	0	NA	14	5.8	8	4.5	0.77	24	NA	0	0	2	NA	0.5	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
477	214	east	E4_SIL	E4	SIL	4	17	8	L	NA	NA	NA	NA	NA	NA	7	1.55	NA	NA	7	0.5	2	5	1	NA	14	6.15	7.5	3.5	0.993	20	NA	0	0	5	NA	1	2	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
478	217	east	E2_SIL	E2	SIL	4	18	6	R	110	0	9	5.7	4	NA	2	2.05	NA	NA	10	0.5	2	0.5	2	NA	16	6.2	8	4	0.842	11	NA	0	0	10	NA	0.5	2	0.5	0	NA	NA	NA	0	0	6	1.6	30	"4,2,4,3,4,4,4,4,4"	0	0	0	0	0	NA
479	218	east	E2_SIL	E2	SIL	4	18	6	R	NA	NA	NA	NA	NA	NA	4	2.45	14	6.5	25	0	0	0	2	NA	NA	NA	12	4.5	0.833	53	NA	0	0	5	NA	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
480	219	east	E2_SIL	E2	SIL	4	18	6	R	NA	NA	NA	NA	NA	NA	8	1.5	NA	NA	10	10	3	15	3	NA	14	3.95	9	3	0.704	8	NA	40	0	5	NA	10	3	40	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
481	221	east	C2_SIL	C2	SIL	4	18	4	R	150	0	9	3.9	6	NA	1	3.5	NA	NA	6	0	0	0	1	NA	16	6.35	11	5	0.924	24	NA	0	0	10	hcw	0	0	0	0	NA	NA	NA	0	0	7	1.7	10	"1,4,4,1,2,4,2,4,4"	0	0	0	0	0	NA
482	222	east	C2_SIL	C2	SIL	4	18	4	R	NA	NA	NA	NA	NA	NA	2	3.6	NA	NA	12	0	0	0	1	NA	23	7.85	10.5	5.5	0.919	34	NA	0	5	10	hcw	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
483	223	east	C2_SIL	C2	SIL	4	18	4	R	NA	NA	NA	NA	NA	NA	5	3.25	NA	NA	11	0	0	0	0	NA	22	7.8	8	4	0.744	15	NA	0	5	5	hcw	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
484	225	east	W2_SIL	W2	SIL	4	18	2	R	110	0	9	6.5	5	NA	6	2.25	24	7.85	6	0.01	2	0	6	NA	NA	NA	10	4	0.784	12	NA	0	0	10	NA	0.1	2	0	5	NA	NA	NA	0	0	6	1.5	0.1	"2,2,2,2,2,0,3,2,2"	0	0.1	0	0	0	NA
485	226	east	W2_SIL	W2	SIL	4	18	2	R	NA	NA	NA	NA	NA	NA	7	1.55	NA	NA	4	0.1	2	0	7	NA	27	7.65	8	3	0.862	8	NA	0	0	10	NA	0.1	2	0.1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
486	227	east	W2_SIL	W2	SIL	4	18	2	R	NA	NA	NA	NA	NA	NA	9	2.3	30	8	5	0	0	0	1	NA	NA	NA	9	4	0.918	7	NA	5	0	5	NA	0.01	2	0.1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
487	235	east	W3_SIL	W3	SIL	4	19	7	L	135	0	9	6.7	6	NA	2	2.15	22	6.6	13	0.01	0.5	1	5	NA	NA	NA	7	1.5	0.776	4	NA	30	0	30	NA	0	0	0	1	NA	NA	NA	0	0	7	1.7	0.2	"2,2,2,2,2,2,2,2,2"	0	0.02	0	0	0	NA
488	236	east	W3_SIL	W3	SIL	4	19	7	L	NA	NA	NA	NA	NA	NA	3	2.25	22	6.7	10	0.1	2	5	5	NA	NA	NA	9	4	0.657	6	NA	10	0	50	hcw	0	0	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
489	237	east	W3_SIL	W3	SIL	4	19	7	L	NA	NA	NA	NA	NA	NA	8	2.8	30	7.4	10	0.01	1	0.5	0	NA	NA	NA	11.5	4.5	0.616	8	NA	5	0	20	ama	0.5	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
490	239	east	E3_SIL	E3	SIL	4	20	8	R	105	1	8	3.9	4	NA	3	1.65	NA	NA	13	1	3	5	4	NA	13	6.15	8	3	0.41	12	NA	0	0	10	NA	5	3	5	1	NA	NA	NA	0	0	5	1.4	10	"2,3,3,2,4,2,4,2,2"	0	0	0	0	0	NA
491	240	east	E3_SIL	E3	SIL	4	20	8	R	NA	NA	NA	NA	NA	NA	7	2.3	13	5.25	6	0.5	2	1	1	NA	NA	NA	8	4.5	0.833	34	NA	0	0	20	NA	0.5	2	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
492	241	east	E3_SIL	E3	SIL	4	20	8	R	NA	NA	NA	NA	NA	NA	9	2.25	NA	NA	10	0.5	2	1	4	NA	14	5.25	9	3.5	0.663	45	NA	0	0	10	NA	1	2	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
493	245	east	W4_SIL	W4	SIL	4	20	4	R	105	0	9	4	4	NA	1	1.45	NA	NA	2	0.01	2	0	3	NA	25	7.7	7	3	0.6	1	NA	0	0	30	ama	0.1	2	0	0	NA	NA	NA	0	0	6	1.5	0.1	"1,2,2,2,2,2,2,2,2"	0	0	0	0	0	NA
494	246	east	W4_SIL	W4	SIL	4	20	4	R	NA	NA	NA	NA	NA	NA	5	2.3	25	6.45	6	0	0	0	4	NA	NA	NA	9.5	3.5	0.663	10	NA	5	0	30	amahcw	0	0	0.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
495	247	east	W4_SIL	W4	SIL	4	20	4	R	NA	NA	NA	NA	NA	NA	6	1.85	NA	NA	2	0.1	2	0	2	NA	22	2.5	12	5	0.72	1	NA	0	0	10	NA	0.1	2	0.1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
496	256	east	C1_SIL	C1	SIL	4	21	6	L	120	1	8	6	5	NA	5	1.9	21	6.95	9	0.5	2	10	4	NA	NA	NA	7.5	4	0.794	10	NA	0	0	30	NA	0.5	2	10	0.1	NA	NA	NA	0	0	8	1.7	1	"2,2,2,2,2,2,2,2,3"	0	0	0	0	0	NA
497	257	east	C1_SIL	C1	SIL	4	21	6	L	NA	NA	NA	NA	NA	NA	7	2	30	7.25	11	2	2	20	3	NA	NA	NA	10	4.5	0.773	10	NA	0	0	20	NA	0.5	2	20	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
498	258	east	C1_SIL	C1	SIL	4	21	6	L	NA	NA	NA	NA	NA	NA	8	2.45	26	8.3	8	1	2	15	4	NA	NA	NA	10.5	3.5	0.724	16	NA	5	0	10	NA	0.5	2	15	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
499	261	east	W1_SIL	W1	SIL	4	22	8	R	100	0	9	5	5	NA	1	2.05	NA	NA	4	0.5	2	2	5	NA	18	6.55	9	4	0.771	6	NA	5	0	10	NA	0.5	2	1	0.1	NA	NA	NA	0	0	7	1.7	0.1	"2,2,2,2,2,2,2,2,2"	0	0.01	0	0	0	NA
500	262	east	W1_SIL	W1	SIL	4	22	8	R	NA	NA	NA	NA	NA	NA	4	2.15	NA	NA	8	0.1	2	5	5	NA	25	7.85	9	2.5	0.824	7	NA	10	0	40	NA	0.5	2	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
501	263	east	W1_SIL	W1	SIL	4	22	8	R	NA	NA	NA	NA	NA	NA	9	2.4	33	9.3	9	1	2	5	0	NA	NA	NA	12	5.5	0.747	8	NA	10	0	10	NA	0.5	2	10	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
502	265	east	C3_SIL	C3	SIL	4	22	6	R	150	0	9	3.5	6	NA	1	2.95	NA	NA	7	0.5	2	5	2	NA	18	5.5	8.6	4.5	1.49	39	NA	0	0	10	NA	0.5	2	10	0	NA	NA	NA	2	0	8	1.7	2	"3,3,4,2,0,2,4,3,3"	0	0	0	0	0	NA
503	266	east	C3_SIL	C3	SIL	4	22	6	R	NA	NA	NA	NA	NA	NA	2	2.75	NA	NA	9	0.05	2	0.1	2	NA	28	7.35	8.5	4.5	0.816	13	NA	0	0	5	NA	0.1	2	0.1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
504	267	east	C3_SIL	C3	SIL	4	22	6	R	NA	NA	NA	NA	NA	NA	4	2.4	NA	NA	10	0.5	2	5	6	NA	25	4.85	8	4.5	1.026	26	NA	0	5	20	NA	0.5	2	10	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
505	275	east	E4_SIL	E4	SIL	5	23	3	L	120	0	9	3.9	5	NA	1	2.1	NA	NA	4	0.1	2	5	2	NA	20	5.95	8	3.5	0.769	14	NA	0	0	5	NA	0.1	2	2	0	NA	NA	NA	0	0	6	1.5	30	"4,4,3,2,4,4,3,3,4"	0	0	0	0	0	NA
506	276	east	E4_SIL	E4	SIL	5	23	3	L	NA	NA	NA	NA	NA	NA	3	2.35	NA	NA	9	0.1	2	0.1	2	NA	20	6.3	9	9.5	0.653	20	NA	0	0	10	hcw	0.1	2	0.1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
507	277	east	E4_SIL	E4	SIL	5	23	3	L	NA	NA	NA	NA	NA	NA	9	1.8	13	4.25	6	0.5	2	0.5	1	NA	NA	NA	10	3.5	0.816	15	NA	0	0	5	NA	0.5	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
508	278	east	W1_SIL	W1	SIL	5	23	4	L	125	0	9	6	5	NA	4	2.7	24	8.3	8	0.1	2	0.1	4	NA	NA	NA	11	6	0.818	18	NA	10	0	20	hcw	0	0	0.1	0.1	NA	NA	NA	0	0	7	1.6	0.5	"2,2,2,2,2,2,2,2,2"	0	0	0	0	0	NA
509	279	east	W1_SIL	W1	SIL	5	23	4	L	NA	NA	NA	NA	NA	NA	6	2.4	27	5.7	7	0.01	2	0.1	0	NA	NA	NA	12	5.5	0.656	7	NA	5	0	5	NA	0	0	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
510	280	east	W1_SIL	W1	SIL	5	23	4	L	NA	NA	NA	NA	NA	NA	7	2.5	28	8.15	4	0.01	1	0.1	3	NA	NA	NA	12.5	5.5	0.851	13	NA	10	0	20	NA	0.1	2	0.1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
